Email_ID,Text,Label
EM0379,"Subject: Your package delivery is pending validation

Dear customer, your parcel from DHL could not be delivered due to an incorrect address. A redelivery fee of $1.50 is required. Please update your address and pay the fee at http://dhl-tracking-delivery.com. Reference ID: 71040.",1
EM0464,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, CODR.",0
EM0007,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, HR.",0
EM0440,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, HR.",0
EM0136,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, HR.",0
EM0343,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, Sankha.",0
EM0149,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, CODR.",0
EM0170,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, CODR.",0
EM0500,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, HR.",0
EM0228,"Subject: Congratulations! You won $1,000,000 lottery!

Dear lucky winner, your email address was selected as the grand prize winner of $1,000,000 in our international lottery promotion. To claim your cash prize, reply with your full name, phone number, and bank details. Reference ID: 30714.",1
EM0183,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, CODR.",0
EM0134,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, Sankha.",0
EM0378,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, HR.",0
EM0100,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, CODR.",0
EM0291,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, Sankha.",0
EM0032,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, Sankha.",0
EM0173,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, Team.",0
EM0418,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, Sankha.",0
EM0049,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, Team.",0
EM0051,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, Sankha.",0
EM0124,"Subject: Security Alert: Google Account Compromised

Dear User, someone just logged into your Gmail account from a new device in Russia. If this was not you, click here immediately to change your password and protect your credentials: http://google-safety-alert.com/reset. Reference ID: 32843.",1
EM0308,"Subject: Exclusive Offer: Cheap online prescriptions

Get up to 80% off on all medications! Best prices online. Fast shipping, discrete packaging. Click here to browse our catalog: http://cheap-meds-discount.com/rx. Reference ID: 95442.",1
EM0119,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, HR.",0
EM0421,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, CODR.",0
EM0402,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, Team.",0
EM0314,"Subject: Work from home and earn $500/hour

Hello! We are looking for remote data entry assistants. Work only 2 hours a day and earn $500 per hour. No experience required. If you are interested, please visit http://easy-money-jobs-now.com to apply today. Reference ID: 58306.",1
EM0115,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, Team.",0
EM0380,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, CODR.",0
EM0055,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, HR.",0
EM0172,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, CODR.",0
EM0255,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, Sankha.",0
EM0021,"Subject: Work from home and earn $500/hour

Hello! We are looking for remote data entry assistants. Work only 2 hours a day and earn $500 per hour. No experience required. If you are interested, please visit http://easy-money-jobs-now.com to apply today. Reference ID: 46525.",1
EM0455,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, HR.",0
EM0406,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, Team.",0
EM0094,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, HR.",0
EM0227,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, Team.",0
EM0237,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, CODR.",0
EM0336,"Subject: Exclusive Offer: Cheap online prescriptions

Get up to 80% off on all medications! Best prices online. Fast shipping, discrete packaging. Click here to browse our catalog: http://cheap-meds-discount.com/rx. Reference ID: 77956.",1
EM0106,"Subject: Your package delivery is pending validation

Dear customer, your parcel from DHL could not be delivered due to an incorrect address. A redelivery fee of $1.50 is required. Please update your address and pay the fee at http://dhl-tracking-delivery.com. Reference ID: 14314.",1
EM0217,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, Sankha.",0
EM0329,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, Sankha.",0
EM0223,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, Team.",0
EM0410,"Subject: Investment Opportunity: 500% returns guaranteed

Hello, we represent a major cryptocurrency investment firm. Get 500% returns on your investment in 7 days. Guaranteed payouts. Reply to this email with 'START' to join our group. Reference ID: 55535.",1
EM0163,"Subject: Exclusive Offer: Cheap online prescriptions

Get up to 80% off on all medications! Best prices online. Fast shipping, discrete packaging. Click here to browse our catalog: http://cheap-meds-discount.com/rx. Reference ID: 47871.",1
EM0330,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, HR.",0
EM0165,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, Sankha.",0
EM0427,"Subject: Congratulations! You won $1,000,000 lottery!

Dear lucky winner, your email address was selected as the grand prize winner of $1,000,000 in our international lottery promotion. To claim your cash prize, reply with your full name, phone number, and bank details. Reference ID: 67519.",1
EM0428,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, CODR.",0
EM0206,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, HR.",0
EM0497,"Subject: Invoice payment overdue - Action required

Hello, please find attached the invoice for your recent purchase. The payment of $4,520 is overdue. Please click the link below to settle the outstanding balance immediately: http://invoice-payment-portal.com/pay. Reference ID: 31243.",1
EM0057,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, Team.",0
EM0355,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, Team.",0
EM0400,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, CODR.",0
EM0398,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, Sankha.",0
EM0413,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, HR.",0
EM0225,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, Sankha.",0
EM0437,"Subject: Invoice payment overdue - Action required

Hello, please find attached the invoice for your recent purchase. The payment of $4,520 is overdue. Please click the link below to settle the outstanding balance immediately: http://invoice-payment-portal.com/pay. Reference ID: 72498.",1
EM0271,"Subject: Invoice payment overdue - Action required

Hello, please find attached the invoice for your recent purchase. The payment of $4,520 is overdue. Please click the link below to settle the outstanding balance immediately: http://invoice-payment-portal.com/pay. Reference ID: 61488.",1
EM0244,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, CODR.",0
EM0214,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, HR.",0
EM0026,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, Team.",0
EM0035,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, Team.",0
EM0258,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, Sankha.",0
EM0046,"Subject: Congratulations! You won $1,000,000 lottery!

Dear lucky winner, your email address was selected as the grand prize winner of $1,000,000 in our international lottery promotion. To claim your cash prize, reply with your full name, phone number, and bank details. Reference ID: 62991.",1
EM0174,"Subject: Exclusive Offer: Cheap online prescriptions

Get up to 80% off on all medications! Best prices online. Fast shipping, discrete packaging. Click here to browse our catalog: http://cheap-meds-discount.com/rx. Reference ID: 34487.",1
EM0041,"Subject: Investment Opportunity: 500% returns guaranteed

Hello, we represent a major cryptocurrency investment firm. Get 500% returns on your investment in 7 days. Guaranteed payouts. Reply to this email with 'START' to join our group. Reference ID: 66205.",1
EM0345,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, Sankha.",0
EM0356,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, Sankha.",0
EM0353,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, Sankha.",0
EM0101,"Subject: URGENT: Verify your bank account immediately

Dear Customer, We detected suspicious activity on your online bank account. Please click the link to verify your identity and prevent account suspension: http://secure-verify-login.net/auth. This is urgent. Reference ID: 24022.",1
EM0263,"Subject: Investment Opportunity: 500% returns guaranteed

Hello, we represent a major cryptocurrency investment firm. Get 500% returns on your investment in 7 days. Guaranteed payouts. Reply to this email with 'START' to join our group. Reference ID: 87788.",1
EM0071,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, HR.",0
EM0490,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, CODR.",0
EM0387,"Subject: Security Alert: Google Account Compromised

Dear User, someone just logged into your Gmail account from a new device in Russia. If this was not you, click here immediately to change your password and protect your credentials: http://google-safety-alert.com/reset. Reference ID: 36638.",1
EM0069,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, HR.",0
EM0424,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, HR.",0
EM0320,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, CODR.",0
EM0201,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, HR.",0
EM0481,"Subject: Work from home and earn $500/hour

Hello! We are looking for remote data entry assistants. Work only 2 hours a day and earn $500 per hour. No experience required. If you are interested, please visit http://easy-money-jobs-now.com to apply today. Reference ID: 42622.",1
EM0399,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, Sankha.",0
EM0234,"Subject: Work from home and earn $500/hour

Hello! We are looking for remote data entry assistants. Work only 2 hours a day and earn $500 per hour. No experience required. If you are interested, please visit http://easy-money-jobs-now.com to apply today. Reference ID: 50106.",1
EM0076,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, CODR.",0
EM0074,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, HR.",0
EM0392,"Subject: Work from home and earn $500/hour

Hello! We are looking for remote data entry assistants. Work only 2 hours a day and earn $500 per hour. No experience required. If you are interested, please visit http://easy-money-jobs-now.com to apply today. Reference ID: 68005.",1
EM0013,"Subject: Investment Opportunity: 500% returns guaranteed

Hello, we represent a major cryptocurrency investment firm. Get 500% returns on your investment in 7 days. Guaranteed payouts. Reply to this email with 'START' to join our group. Reference ID: 48290.",1
EM0242,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, Sankha.",0
EM0431,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, CODR.",0
EM0256,"Subject: Work from home and earn $500/hour

Hello! We are looking for remote data entry assistants. Work only 2 hours a day and earn $500 per hour. No experience required. If you are interested, please visit http://easy-money-jobs-now.com to apply today. Reference ID: 77476.",1
EM0473,"Subject: Exclusive Offer: Cheap online prescriptions

Get up to 80% off on all medications! Best prices online. Fast shipping, discrete packaging. Click here to browse our catalog: http://cheap-meds-discount.com/rx. Reference ID: 68743.",1
EM0477,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, Team.",0
EM0429,"Subject: Invoice payment overdue - Action required

Hello, please find attached the invoice for your recent purchase. The payment of $4,520 is overdue. Please click the link below to settle the outstanding balance immediately: http://invoice-payment-portal.com/pay. Reference ID: 97581.",1
EM0264,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, Team.",0
EM0009,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, HR.",0
EM0117,"Subject: Security Alert: Google Account Compromised

Dear User, someone just logged into your Gmail account from a new device in Russia. If this was not you, click here immediately to change your password and protect your credentials: http://google-safety-alert.com/reset. Reference ID: 43622.",1
EM0001,"Subject: Security Alert: Google Account Compromised

Dear User, someone just logged into your Gmail account from a new device in Russia. If this was not you, click here immediately to change your password and protect your credentials: http://google-safety-alert.com/reset. Reference ID: 19782.",1
EM0373,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, CODR.",0
EM0176,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, HR.",0
EM0303,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, Team.",0
EM0467,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, HR.",0
EM0375,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, CODR.",0
EM0238,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, CODR.",0
EM0121,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, CODR.",0
EM0023,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, HR.",0
EM0207,"Subject: Investment Opportunity: 500% returns guaranteed

Hello, we represent a major cryptocurrency investment firm. Get 500% returns on your investment in 7 days. Guaranteed payouts. Reply to this email with 'START' to join our group. Reference ID: 60836.",1
EM0137,"Subject: Security Alert: Google Account Compromised

Dear User, someone just logged into your Gmail account from a new device in Russia. If this was not you, click here immediately to change your password and protect your credentials: http://google-safety-alert.com/reset. Reference ID: 16698.",1
EM0250,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, Sankha.",0
EM0344,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, CODR.",0
EM0286,"Subject: Your package delivery is pending validation

Dear customer, your parcel from DHL could not be delivered due to an incorrect address. A redelivery fee of $1.50 is required. Please update your address and pay the fee at http://dhl-tracking-delivery.com. Reference ID: 45515.",1
EM0259,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, HR.",0
EM0321,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, Sankha.",0
EM0211,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, Sankha.",0
EM0025,"Subject: Congratulations! You won $1,000,000 lottery!

Dear lucky winner, your email address was selected as the grand prize winner of $1,000,000 in our international lottery promotion. To claim your cash prize, reply with your full name, phone number, and bank details. Reference ID: 56456.",1
EM0037,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, Sankha.",0
EM0002,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, Team.",0
EM0018,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, CODR.",0
EM0493,"Subject: Investment Opportunity: 500% returns guaranteed

Hello, we represent a major cryptocurrency investment firm. Get 500% returns on your investment in 7 days. Guaranteed payouts. Reply to this email with 'START' to join our group. Reference ID: 65342.",1
EM0031,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, CODR.",0
EM0131,"Subject: Invoice payment overdue - Action required

Hello, please find attached the invoice for your recent purchase. The payment of $4,520 is overdue. Please click the link below to settle the outstanding balance immediately: http://invoice-payment-portal.com/pay. Reference ID: 24270.",1
EM0385,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, Sankha.",0
EM0407,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, Sankha.",0
EM0202,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, HR.",0
EM0260,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, HR.",0
EM0010,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, Team.",0
EM0016,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, Team.",0
EM0177,"Subject: Invoice payment overdue - Action required

Hello, please find attached the invoice for your recent purchase. The payment of $4,520 is overdue. Please click the link below to settle the outstanding balance immediately: http://invoice-payment-portal.com/pay. Reference ID: 92116.",1
EM0192,"Subject: Congratulations! You won $1,000,000 lottery!

Dear lucky winner, your email address was selected as the grand prize winner of $1,000,000 in our international lottery promotion. To claim your cash prize, reply with your full name, phone number, and bank details. Reference ID: 75110.",1
EM0019,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, HR.",0
EM0143,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, Sankha.",0
EM0323,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, HR.",0
EM0279,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, HR.",0
EM0451,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, Sankha.",0
EM0151,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, HR.",0
EM0278,"Subject: Investment Opportunity: 500% returns guaranteed

Hello, we represent a major cryptocurrency investment firm. Get 500% returns on your investment in 7 days. Guaranteed payouts. Reply to this email with 'START' to join our group. Reference ID: 58039.",1
EM0364,"Subject: Invoice payment overdue - Action required

Hello, please find attached the invoice for your recent purchase. The payment of $4,520 is overdue. Please click the link below to settle the outstanding balance immediately: http://invoice-payment-portal.com/pay. Reference ID: 41314.",1
EM0414,"Subject: Congratulations! You won $1,000,000 lottery!

Dear lucky winner, your email address was selected as the grand prize winner of $1,000,000 in our international lottery promotion. To claim your cash prize, reply with your full name, phone number, and bank details. Reference ID: 38085.",1
